chrom	start	end	strand	type	score	motif	NH1	NH2	F73	F83	F89	F99	F137	F147	F153	F163	F329	F339	F345	F355	F393	F403	F409	F419	event	event_type	introns	location	distance_from_authentic	transcript
chrX	49014802	49095692	-	sj	3	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49028898	49071570	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	49029122	49029944	-	sj	7	2	7	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_006521.6
chrX	49030469	49030586	-	sj	4	4	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	unannotated exonic junction	unannotated intron	NA	exonic	NA	NM_006521.6
chrX	49030602	49031396	-	sj	279	22	279	0	0	0	0	101	0	178	0	0	0	0	0	0	0	0	0	0	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_006521.6
chrX	49031481	49033464	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	cryptic exon 9 acceptor @ +64	cryptic acceptor	8	exon 9	64	NM_006521.6
chrX	49031545	49033135	-	sj	20	2	20	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	cryptic intron 8 donor @ +330	cryptic donor	8	intron 8	330	NM_006521.6
chrX	49031545	49033464	-	sj	338	22	338	0	0	0	0	176	0	162	0	0	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_006521.6
chrX	49032317	49093923	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction	unannotated intron	NA	intergenic/intronic	NA	NM_006521.6
chrX	49032604	49223964	-	sj	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	49033182	49033464	-	sj	13	2	13	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	cryptic intron 8 acceptor @ -1638	cryptic acceptor	8	intron 8	-1638	NM_006521.6
chrX	49033184	49033464	-	sj	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	cryptic intron 8 acceptor @ -1640	cryptic acceptor	8	intron 8	-1640	NM_006521.6
chrX	49033541	49033725	-	sj	365	22	365	0	0	0	0	194	0	171	0	0	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_006521.6
chrX	49033781	49034133	-	sj	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	cryptic exon 7 acceptor @ +2	cryptic acceptor	6	exon 7	2	NM_006521.6
chrX	49033783	49034133	-	sj	461	22	461	0	1	0	0	278	0	182	0	0	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_006521.6
chrX	49034252	49036676	-	sj	7	4	7	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	cryptic intron 5 donor @ +1334	cryptic donor	5	intron 5	1334	NM_006521.6
chrX	49034252	49038009	-	sj	234	22	234	0	0	0	0	89	0	145	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_006521.6
chrX	49036075	49045952	+	sj	3	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/intronic	NA	NM_006521.6
chrX	49036107	49037232	+	sj	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_006521.6
chrX	49036775	49038009	-	sj	122	2	122	0	0	0	0	74	0	48	0	0	0	0	0	0	0	0	0	0	cryptic intron 5 acceptor @ -2524	cryptic acceptor	5	intron 5	-2524	NM_006521.6
chrX	49038115	49038196	-	sj	298	22	298	0	0	0	0	113	0	185	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_006521.6
chrX	49038443	49039101	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	cryptic intron 3 donor @ +6	cryptic donor	3	intron 3	6	NM_006521.6
chrX	49038443	49039106	-	sj	286	22	286	0	0	0	0	148	0	138	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_006521.6
chrX	49039303	49040454	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	cryptic exon 3 acceptor @ +108	cryptic acceptor	2	exon 3	108	NM_006521.6
chrX	49039346	49040454	-	sj	56	22	56	0	0	0	0	19	0	37	0	0	0	0	0	0	0	0	0	0	alternate exon 3 acceptor @ +65 (NM_001282142.2 exon 2-3)	alternate acceptor	2	exon 3	65	NM_006521.6
chrX	49039392	49040454	-	sj	14	2	14	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	cryptic exon 3 acceptor @ +19	cryptic acceptor	2	exon 3	19	NM_006521.6
chrX	49039411	49040454	-	sj	283	22	281	2	0	0	0	175	0	107	0	0	0	0	0	0	0	1	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_006521.6
chrX	49040474	49974187	-	sj	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_006521.6
chrX	49040569	49043110	-	sj	527	22	527	0	0	0	0	232	0	295	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_006521.6
chrX	49053878	49061958	+	sj	25	21	25	0	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	alternate intergenic donor @ -5217 (NM_001271836.2 exon 1-2)	alternate donor	NA	intergenic	-5217	NM_001163321.4
chrX	49061965	49251210	-	sj	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_014009.4
chrX	49062002	49062234	+	sj	7	1	7	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	cryptic exon 2 donor @ -103	cryptic donor	2	exon 2	-103	NM_001163321.4
chrX	49062059	49062234	+	sj	4	21	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	alternate exon 2 donor @ -46 (NM_033626.3 exon 2-3)	alternate donor	2	exon 2	-46	NM_001163321.4
chrX	49062118	49062234	+	sj	16	23	16	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	"alternate intron 2 donor @ +14 (NM_001163322.2, NM_001163323.3, NM_001271835.1, NM_001271836.2)"	alternate donor	2	intron 2	14	NM_001163321.4
chrX	49062290	49062467	+	sj	1	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"alternate exon 3 donor @ -36 (NM_001163322.2, NM_001163323.3)"	alternate donor	3	exon 3	-36	NM_001163321.4
chrX	49062326	49062467	+	sj	23	21	23	0	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_001163321.4
chrX	49062602	49063860	+	sj	59	21	59	0	0	38	0	0	0	0	0	21	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_001163321.4
chrX	49064002	49064369	+	sj	10	21	10	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001163321.4
chrX	49064665	49065035	+	sj	11	21	11	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_001163321.4
chrX	49065099	49065453	+	sj	18	21	18	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_001163321.4
chrX	49065629	49065746	+	sj	24	21	24	0	0	10	0	0	0	0	0	14	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_001163321.4
chrX	49065846	49067175	+	sj	20	21	20	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_001163321.4
chrX	49072009	49072432	-	sj	76	22	76	0	0	0	0	37	0	39	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_007213.3
chrX	49072651	49073808	-	sj	47	22	47	0	0	0	0	20	0	27	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_007213.3
chrX	49072651	49075363	-	sj	7	22	7	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	49074913	49075135	-	sj	226	22	226	0	0	0	0	115	0	111	0	0	0	0	0	0	0	0	0	0	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_001029896.2
chrX	49074913	49075363	-	sj	1	22	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	exon 10 skipping	exon skipping	"9, 10"	NA	NA	NM_001029896.2
chrX	49075282	49075363	-	sj	162	22	162	0	0	0	0	71	0	91	0	0	0	0	0	0	0	0	0	0	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_001029896.2
chrX	49075454	49075544	-	sj	4	22	0	4	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	cryptic exon 9 acceptor @ +12	cryptic acceptor	8	exon 9	12	NM_001029896.2
chrX	49075466	49075544	-	sj	494	22	494	0	1	0	0	315	0	178	0	0	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_001029896.2
chrX	49075660	49075865	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	cryptic exon 8 acceptor @ +94	cryptic acceptor	7	exon 8	94	NM_001029896.2
chrX	49075664	49075865	-	sj	27	22	27	0	0	0	0	15	0	12	0	0	0	0	0	0	0	0	0	0	cryptic exon 8 acceptor @ +90	cryptic acceptor	7	exon 8	90	NM_001029896.2
chrX	49075754	49075843	-	sj	8	2	8	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	cryptic intron 7 donor @ +23	cryptic donor	7	intron 7	23	NM_001029896.2
chrX	49075754	49075865	-	sj	589	22	589	0	3	0	0	253	0	333	0	0	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_001029896.2
chrX	49075946	49076190	-	sj	8	22	8	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	cryptic intron 6 donor @ +240	cryptic donor	6	intron 6	240	NM_001029896.2
chrX	49075946	49076429	-	sj	274	22	274	0	2	0	0	121	0	151	0	0	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_001029896.2
chrX	49075946	49077836	-	sj	1	22	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	exon 4-5-6 skipping	exon skipping	"3, 4, 5, 6"	NA	NA	NM_001029896.2
chrX	49075979	49076429	-	sj	11	22	11	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	cryptic intron 6 acceptor @ -34	cryptic acceptor	6	intron 6	-34	NM_001029896.2
chrX	49076276	49076429	-	sj	12	22	12	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	cryptic intron 6 acceptor @ -331	cryptic acceptor	6	intron 6	-331	NM_001029896.2
chrX	49076525	49076644	-	sj	376	22	376	0	0	0	0	194	0	182	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_001029896.2
chrX	49076751	49076850	-	sj	7	2	7	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	cryptic intron 4 donor @ +793	cryptic donor	4	intron 4	793	NM_001029896.2
chrX	49076751	49077642	-	sj	182	22	182	0	0	0	0	69	0	113	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_001029896.2
chrX	49076751	49077836	-	sj	13	22	13	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	exon 4 skipping	exon skipping	"3, 4"	NA	NA	NM_001029896.2
chrX	49076754	49077642	-	sj	17	22	17	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	alternate intron 4 acceptor @ -4 (NM_007075.4 exon 5-6)	alternate acceptor	4	intron 4	-4	NM_001029896.2
chrX	49077748	49077836	-	sj	93	22	93	0	0	0	0	28	0	65	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_001029896.2
chrX	49077912	49078040	-	sj	268	22	268	0	0	0	0	132	0	136	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_001029896.2
chrX	49078113	49079750	-	sj	250	22	250	0	0	0	0	108	0	142	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_001029896.2
chrX	49078113	49079938	-	sj	35	22	35	0	0	0	0	21	0	14	0	0	0	0	0	0	0	0	0	0	cryptic intergenic donor @ -188	cryptic donor	NA	intergenic	-188	NM_001029896.2
chrX	49080096	49100204	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49080096	49100581	-	sj	6	22	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49083000	49660664	-	sj	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49083000	49920286	-	sj	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49086296	49113065	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49093328	49095808	+	sj	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49098711	49103696	+	sj	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49105599	49106060	-	sj	6	2	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49113756	49113852	-	sj	158	22	158	0	0	0	0	91	0	67	0	0	0	0	0	0	0	0	0	0	canonical exon 10-11 splicing	canonical	10	NA	NA	NM_015698.6
chrX	49113842	49115725	-	sj	4	2	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	exon 10 skipping/cryptic intron 10 acceptor @ -87	"exon skipping, cryptic acceptor"	"9, 10"	intron 10	-87	NM_015698.6
chrX	49113939	49115725	-	sj	135	22	135	0	0	0	0	58	0	77	0	0	0	0	0	0	0	0	0	0	canonical exon 9-10 splicing	canonical	9	NA	NA	NM_015698.6
chrX	49115796	49115890	-	sj	46	22	46	0	0	0	0	25	0	21	0	0	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_015698.6
chrX	49116015	49116220	-	sj	246	22	246	0	0	0	0	161	0	84	1	0	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_015698.6
chrX	49116322	49117028	-	sj	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic/exonic junction	unannotated intron	NA	intronic/exonic	NA	NM_015698.6
chrX	49116324	49117029	-	sj	273	22	273	0	0	0	0	149	0	124	0	0	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_015698.6
chrX	49117163	49117596	-	sj	95	22	95	0	0	0	0	18	0	77	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_015698.6
chrX	49117811	49119704	-	sj	113	22	113	0	0	0	0	60	0	53	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_015698.6
chrX	49119815	49122397	-	sj	73	22	73	0	0	0	0	43	0	30	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_015698.6
chrX	49119815	49122621	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	exon 3 skipping	exon skipping	"2, 3"	NA	NA	NM_015698.6
chrX	49121196	49121331	+	sj	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intronic junction (opposite strand)	unannotated intron (opposite strand)	NA	intronic	NA	NM_015698.6
chrX	49122523	49122621	-	sj	108	22	108	0	0	0	0	53	0	55	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_015698.6
chrX	49122777	49123507	-	sj	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	cryptic intron 1 donor @ +40	cryptic donor	1	intron 1	40	NM_015698.6
chrX	49122777	49123546	-	sj	58	22	58	0	0	0	0	36	0	22	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_015698.6
chrX	49131078	49131262	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49132882	49135362	-	sj	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49133203	49133765	-	sj	2	4	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49142343	49142663	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49142343	49142720	-	sj	13	2	13	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49145520	49148383	-	sj	13	2	13	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	unknown
chrX	49163930	49164706	+	sj	1	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_024859.4
chrX	49164005	49164706	+	sj	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic intron 2 donor @ +76	cryptic donor	2	intron 2	76	NM_024859.4
chrX	49164790	49164907	+	sj	6	21	6	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	cryptic exon 4 acceptor @ +45	cryptic acceptor	3	exon 4	45	NM_024859.4
chrX	49164790	49165189	+	sj	8	21	8	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	"alternate exon 4 skipping (NM_001099681.2, NM_001099682.2)"	alternate exon skipping	"3, 4"	NA	NA	NM_024859.4
chrX	49165091	49165189	+	sj	4	21	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_024859.4
chrX	49166695	49171909	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	49166695	49174334	+	sj	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	49168681	49170582	+	sj	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_024859.4
chrX	49172097	49173128	+	sj	1372	21	1372	0	0	559	0	0	0	0	0	813	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_002668.3
chrX	49172097	49174334	+	sj	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	exon 2-3 skipping	exon skipping	"1, 2, 3"	NA	NA	NM_002668.3
chrX	49173282	49173387	+	sj	1020	21	1020	0	0	621	0	0	0	0	0	399	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_002668.3
chrX	49173282	49174334	+	sj	6	1	6	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	exon 3 skipping	exon skipping	"2, 3"	NA	NA	NM_002668.3
chrX	49173484	49174334	+	sj	2095	21	2091	4	0	653	1	0	0	0	0	1439	0	1	0	0	0	0	0	1	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_002668.3
chrX	49173704	49174334	+	sj	13	1	13	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	cryptic intron 3 donor @ +221	cryptic donor	3	intron 3	221	NM_002668.3
chrX	49174426	49174671	+	sj	2897	21	2893	4	0	1534	2	1	0	1	0	1357	0	1	0	0	0	0	0	1	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_002668.3
chrX	49174705	49644578	+	sj	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_002668.3
chrX	49174708	49626353	+	sj	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction	unannotated intron	NA	intergenic/exonic	NA	NM_002668.3
chrX	49176266	49176902	-	sj	81	22	81	0	0	0	0	30	0	51	0	0	0	0	0	0	0	0	0	0	canonical exon 8-9 splicing	canonical	8	NA	NA	NM_006150.5
chrX	49176266	49177992	-	sj	4	2	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	exon 8 skipping	exon skipping	"7, 8"	NA	NA	NM_006150.5
chrX	49177203	49177992	-	sj	47	22	47	0	0	0	0	30	0	17	0	0	0	0	0	0	0	0	0	0	canonical exon 7-8 splicing	canonical	7	NA	NA	NM_006150.5
chrX	49178180	49178271	-	sj	40	22	40	0	0	0	0	21	0	19	0	0	0	0	0	0	0	0	0	0	canonical exon 6-7 splicing	canonical	6	NA	NA	NM_006150.5
chrX	49178198	49178271	-	sj	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	cryptic intron 6 acceptor @ -19	cryptic acceptor	6	intron 6	-19	NM_006150.5
chrX	49178476	49179250	-	sj	53	22	53	0	0	0	0	22	0	31	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_006150.5
chrX	49179389	49179692	-	sj	32	22	32	0	0	0	0	17	0	15	0	0	0	0	0	0	0	0	0	0	canonical exon 4-5 splicing	canonical	4	NA	NA	NM_006150.5
chrX	49179807	49183733	-	sj	35	22	35	0	0	0	0	19	0	16	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_006150.5
chrX	49182592	49224817	+	sj	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	unannotated intergenic junction	unannotated intron	NA	intergenic	NA	NA
chrX	49183918	49184624	-	sj	65	22	65	0	0	0	0	34	0	31	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_006150.5
chrX	49184711	49186255	-	sj	9	22	9	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_006150.5
chrX	49191764	49193271	-	sj	5	22	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	canonical exon 5-6 splicing	canonical	5	NA	NA	NM_003179.3
chrX	49194332	49202171	+	sj	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unannotated intergenic/exonic junction (opposite strand)	unannotated intron (opposite strand)	NA	intergenic/exonic	NA	NM_003179.3
chrX	49194362	49197714	-	sj	6	22	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	canonical exon 3-4 splicing	canonical	3	NA	NA	NM_003179.3
chrX	49197840	49198967	-	sj	7	22	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	canonical exon 2-3 splicing	canonical	2	NA	NA	NM_003179.3
chrX	49199034	49200150	-	sj	3	22	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	canonical exon 1-2 splicing	canonical	1	NA	NA	NM_003179.3
chrX	49205814	49206510	-	sj	4	22	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	canonical exon 46-47 splicing	canonical	46	NA	NA	NM_001256789.3
chrX	49206624	49206727	-	sj	5	22	5	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	canonical exon 45-46 splicing	canonical	45	NA	NA	NM_001256789.3
chrX	49206856	49207004	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	canonical exon 44-45 splicing	canonical	44	NA	NA	NM_001256789.3
chrX	49207113	49208514	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	canonical exon 43-44 splicing	canonical	43	NA	NA	NM_001256789.3
chrX	49209394	49209628	-	sj	4	22	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	canonical exon 41-42 splicing	canonical	41	NA	NA	NM_001256789.3
chrX	49210043	49210300	-	sj	1	22	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	canonical exon 39-40 splicing	canonical	39	NA	NA	NM_001256789.3
chrX	49210404	49210589	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	canonical exon 38-39 splicing	canonical	38	NA	NA	NM_001256789.3
chrX	49211482	49211897	-	sj	2	22	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	canonical exon 35-36 splicing	canonical	35	NA	NA	NM_001256789.3
chrX	49212796	49213818	-	sj	4	2	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	exon 32 skipping	exon skipping	"31, 32"	NA	NA	NM_001256789.3
chrX	49213903	49214158	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	canonical exon 30-31 splicing	canonical	30	NA	NA	NM_001256789.3
chrX	49214270	49215085	-	sj	2	22	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	canonical exon 29-30 splicing	canonical	29	NA	NA	NM_001256789.3
chrX	49215544	49216381	-	sj	7	22	7	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	canonical exon 27-28 splicing	canonical	27	NA	NA	NM_001256789.3
chrX	49216529	49217754	-	sj	7	22	7	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	canonical exon 26-27 splicing	canonical	26	NA	NA	NM_001256789.3
chrX	49217808	49217897	-	sj	6	22	6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	canonical exon 25-26 splicing	canonical	25	NA	NA	NM_001256789.3
chrX	49218006	49218454	-	sj	2	22	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	canonical exon 24-25 splicing	canonical	24	NA	NA	NM_001256789.3
